Id,Score
375074,2
546221,1
217822,2
503929,4
381619,3
111271,5
442623,2
20885,4
141054,1
38364,1
9221,5
51741,2
462488,2
244688,4
534098,3
103061,1
254182,4
452444,1
180383,2
115814,5
156780,3
217159,1
40234,4
93105,2
126280,5
523029,4
49699,1
343576,5
518773,1
382162,1
126830,3
447288,1
48569,5
405635,3
445384,2
240001,4
442443,3
164461,5
57798,1
198793,2
88422,4
423938,2
142416,3
490441,5
111015,4
407168,2
139985,4
259720,2
343759,2
244393,4
265486,2
303098,3
173284,3
450187,2
509483,3
424475,5
442065,3
83469,5
463900,3
239367,5
56189,1
279807,1
419478,3
194929,5
444885,2
360284,5
71609,3
304980,2
161625,4
503232,1
39295,1
5787,1
326788,2
439606,3
485485,3
115480,3
165075,1
111482,5
136599,2
500121,4
299550,4
530733,4
354489,1
267083,4
340132,3
466774,5
94684,2
6105,2
239877,4
98876,2
474168,4
176329,3
514306,4
202863,2
307588,1
17188,1
453770,1
521308,3
285444,1
388633,2
75759,1
460502,2
236946,4
193180,4
49793,1
70851,1
415543,4
194683,3
140664,3
446047,5
166723,1
169494,3
448667,4
488782,2
338379,2
125185,5
294113,3
225541,3
17460,5
283935,4
498620,3
55978,1
183885,4
44694,3
310132,3
364742,3
132255,1
313881,5
198507,5
107907,5
384314,2
226080,5
312185,5
9666,1
155879,3
300494,2
164744,2
311537,5
357502,4
502383,1
180365,2
321020,1
118507,3
284865,3
166172,4
407515,3
85219,4
166809,4
295934,4
478788,5
395061,4
128807,2
497612,2
217174,3
343193,3
63887,1
342641,4
296148,5
463496,4
430320,5
206563,2
294506,4
247760,4
478798,5
510917,1
459513,3
534480,4
426688,3
557133,1
204392,2
124752,1
465481,3
462003,2
353297,2
85984,5
460831,5
230795,3
51796,2
306065,2
449675,3
285080,5
21658,5
170861,1
154678,3
285607,4
393501,3
139105,2
553324,4
479864,4
530817,3
435287,4
36164,5
154563,4
293990,1
479571,1
336619,2
20656,1
370643,1
326072,2
394189,2
111752,2
191725,4
363656,2
533127,3
29932,4
520380,2
123134,3
10218,3
442763,3
512519,3
91902,4
284477,5
456192,3
25879,5
294473,4
449832,4
206139,5
205319,2
93506,2
304561,2
36106,1
554316,2
250255,5
271681,2
534390,4
41471,1
401941,1
498683,5
204933,5
445356,1
524758,3
209366,4
394633,1
291135,3
66449,5
531972,4
521312,2
284805,4
486797,1
118063,3
230429,4
465015,3
408693,3
36987,5
399198,5
13348,5
408092,5
291782,2
354132,5
310417,4
283914,1
340580,5
501825,5
282573,2
499798,3
383928,1
333249,1
13231,4
149791,5
55692,2
346483,1
50779,3
166384,4
365976,4
317896,5
400900,2
505002,5
548373,3
299555,3
448792,3
360977,4
134761,4
429754,3
559449,3
447531,3
61407,1
145971,1
264974,1
74061,2
133222,3
69112,5
21892,4
492440,4
240374,4
84777,2
262415,2
265580,5
516232,2
490368,1
390792,1
174733,2
96655,4
90869,2
97071,5
110820,3
221069,5
226090,3
126612,1
138523,3
36871,4
463957,1
346799,3
416867,3
170184,5
73035,2
85071,3
437944,4
445930,2
553551,2
126847,1
378485,4
246808,1
187864,3
376956,1
176734,5
308791,4
16876,3
174767,5
19242,2
118107,5
443669,1
151649,4
279378,5
525479,3
456142,4
200149,1
366205,1
362286,2
557055,1
349285,3
508331,3
402604,3
26092,1
258321,1
58092,3
102493,3
451480,4
518897,2
383332,5
164989,2
252568,1
132557,4
61643,2
511934,3
1979,3
286683,5
168930,5
315784,4
247785,5
235008,3
477571,4
413721,1
349854,5
532626,3
549224,1
200475,5
374788,3
368774,2
99527,3
358760,5
394162,2
327346,5
186096,1
221355,3
205448,5
414508,4
231912,1
540921,5
547382,2
1546,4
397667,2
350835,2
247790,5
300480,5
339881,2
528045,2
155700,3
291338,4
52292,1
84108,1
116748,1
335391,5
385934,5
272599,2
111853,1
274165,1
325229,1
500509,5
303377,1
412927,4
480620,3
92478,5
312782,4
81521,5
460006,4
382694,2
508543,3
90490,1
191687,3
423084,5
83570,3
335691,5
236778,3
120979,3
188413,3
480723,5
252263,5
512458,2
225591,4
497153,5
478635,2
420938,2
148329,5
295078,4
193987,1
183168,5
496750,2
77052,4
531416,1
449523,5
391738,5
298889,2
221676,3
30521,3
334168,2
183283,4
271499,4
222945,3
109082,3
339253,4
369089,3
58764,4
72960,5
438207,4
94632,1
200390,2
217315,4
314180,1
177759,1
481994,4
276460,2
421827,5
102765,4
282126,4
16909,4
360187,2
40807,4
18114,2
494169,4
305157,2
350981,2
558505,2
175497,5
306482,4
447283,4
304159,3
386517,2
115935,5
208767,4
345942,4
467583,4
33392,2
177113,1
398375,4
546826,1
30943,5
132677,5
374892,5
249112,3
3343,5
57647,4
324089,1
32805,5
121990,2
193936,3
87903,1
546004,1
488898,3
545724,4
464764,3
85286,5
193827,4
477267,4
407317,3
170341,3
479261,1
290763,2
287456,3
354671,5
440080,2
358269,1
85662,5
361884,2
230637,2
361444,3
115937,4
333757,4
232691,3
134909,5
374092,1
192756,2
210189,5
501330,1
431044,5
530805,1
53552,3
353014,2
358068,3
252292,2
49746,3
414076,4
55639,1
31837,4
470560,2
312797,4
23390,3
389511,2
434992,4
321008,1
331294,4
295929,5
316689,3
59976,1
43478,3
229843,3
379311,4
344711,4
424066,5
68013,3
344579,5
419945,4
90274,4
229551,1
240295,3
263595,4
274179,4
323293,3
456779,3
384173,1
94186,4
319473,2
544462,4
541701,3
272506,1
288016,2
213156,2
206352,5
462677,3
389920,5
532321,4
541708,4
555364,2
419485,1
339766,1
173798,2
521638,2
175592,4
386053,1
492588,4
236429,3
328295,3
102458,4
529199,4
336950,3
188919,4
476245,5
462033,5
456773,2
373056,3
314017,2
48838,3
151606,2
213592,2
301906,5
93539,3
345158,4
495205,3
184521,3
356841,1
17294,3
383858,3
202680,3
245919,1
187836,4
365603,4
235716,2
162913,4
148755,5
59524,3
27484,5
203633,4
555513,5
306884,4
516636,3
329705,2
250174,4
242118,3
372940,4
529744,4
39035,3
537170,5
42954,2
468518,4
63591,4
336980,2
499132,5
553080,2
43005,3
184946,5
522542,5
440439,5
59195,2
497334,4
104550,3
436295,5
175258,2
120586,3
48238,3
156702,2
252825,3
45549,5
414165,2
124477,2
39770,4
487927,1
494907,3
310360,4
46101,1
64422,5
297447,2
23422,5
438675,3
204046,2
447617,2
553847,2
406736,3
279262,4
438842,2
528534,5
491140,5
355675,1
557409,3
178827,4
417346,5
178457,4
420764,2
235058,5
167904,2
546164,3
223701,3
57838,4
550211,2
313112,2
463412,1
138559,3
362954,5
87100,3
309001,1
95710,3
452689,3
225658,3
545566,3
73232,4
245752,1
420959,1
46623,3
166169,2
456516,3
8021,4
366390,1
156279,2
126186,2
170600,4
21783,3
369324,2
473639,4
9519,4
210786,4
277097,5
154776,4
93481,1
319663,2
196836,2
413827,1
471812,5
163533,5
168871,1
193358,2
275409,3
486082,4
464966,4
347551,1
282502,1
502668,4
21978,2
71348,2
403107,1
102867,1
175433,4
173894,5
174716,2
75776,2
547195,1
311095,2
277442,3
239351,3
94731,2
58548,1
265881,3
95327,3
313211,2
385775,5
180135,1
548022,1
455005,3
448018,4
269481,2
553199,1
31762,5
261751,1
6745,1
5704,2
393331,1
472325,2
258363,4
442654,3
385258,3
478832,3
123969,2
302898,3
216286,4
307005,2
541368,2
426127,1
511927,2
356247,2
75032,2
374465,4
185104,1
95102,4
27399,5
295742,5
266942,3
416876,4
299568,5
62999,4
30681,1
228933,2
158450,2
267995,3
480753,3
243081,4
327237,1
184230,2
330541,3
184760,3
146763,2
474025,4
287691,1
293379,5
478324,4
3551,5
200735,4
449816,3
82963,3
491591,2
34071,2
557886,5
336873,5
194526,1
43673,4
237465,5
313840,2
120991,5
321381,2
288327,5
55872,2
423448,5
454174,3
443888,3
491753,3
252076,1
485601,2
497500,2
498482,1
351452,3
514967,2
265911,2
221019,1
541328,4
401849,2
45968,4
156062,2
136612,4
358763,3
247666,3
500334,3
540412,4
170205,5
270866,1
407175,4
227639,3
60536,3
129914,3
504209,1
182567,4
262661,1
438463,4
254711,1
272150,2
134804,3
115162,1
229082,1
260287,5
137322,5
399668,4
172044,3
193628,1
105629,4
338989,1
499420,2
239183,3
546387,4
51287,1
462704,5
49785,3
205953,1
229356,1
153005,2
14953,2
407592,4
463009,5
440979,5
544527,1
378792,1
208844,4
179733,1
313569,3
52008,1
346284,3
180729,2
486470,3
392862,5
390788,1
292423,2
250064,3
409800,4
129402,5
477046,5
488303,2
472728,2
166673,3
78896,1
164065,3
554444,2
152602,3
412243,4
266920,1
407545,2
145092,1
259263,5
380760,2
346433,1
323389,3
422366,3
482850,2
395424,3
462710,4
28603,2
544213,2
416903,1
8560,3
167063,2
2472,4
339970,4
152975,3
343883,4
310167,4
494055,4
298497,3
436024,5
190506,5
147880,2
36593,1
110183,3
21459,2
125114,5
127546,4
406365,5
314191,4
554363,1
326305,5
326403,5
481920,4
149831,1
61569,2
548619,4
461181,2
262291,3
2492,5
226605,2
398549,5
329227,5
438589,4
529299,1
263011,4
546294,5
218213,2
317176,2
513668,2
257648,4
373257,4
429897,4
99330,5
525590,2
525732,5
275643,1
172304,5
73651,2
438855,5
183133,3
454515,4
487395,2
266922,2
37263,4
311505,3
251917,4
311666,3
557621,5
170091,3
204642,2
399611,3
240976,2
24156,3
441824,4
121478,3
264299,1
331481,3
231076,2
132504,3
250089,5
497527,3
80170,1
339440,3
304202,5
297257,5
475876,4
50599,1
243,1
247442,3
303159,1
32496,1
128488,3
411044,1
129608,5
523423,5
252278,1
177478,3
223877,1
487143,5
167029,5
515977,2
83333,2
129897,1
310382,2
325875,3
351270,3
116082,1
145880,4
367571,1
456029,5
436025,2
66356,4
319961,1
136260,4
541309,3
71545,2
102054,2
468858,4
288837,4
118993,5
428572,2
303611,5
439765,3
165614,5
246283,2
228157,4
362727,1
126670,2
64484,5
402866,3
136648,1
279325,5
139477,3
17474,5
82956,1
426557,1
309974,3
90451,1
431287,5
149722,4
537530,2
306217,2
152062,3
490735,4
257675,1
232015,5
173948,4
66821,3
237372,2
186715,3
534977,3
476413,2
217401,2
197754,4
439135,2
199261,1
170891,1
315710,5
283150,4
18547,3
271464,2
139235,3
362970,4
157005,1
350991,2
386638,3
107027,1
481544,4
457486,4
517287,3
512505,2
354732,5
492761,3
328344,3
509211,4
4972,4
181074,3
492819,1
413498,4
542147,3
308665,4
405912,5
417158,1
430820,3
251252,4
149780,2
380122,2
248160,5
185281,5
117679,2
505978,1
169578,1
458490,4
447503,5
555184,5
63794,5
267701,3
310370,3
100381,5
97135,5
72451,1
409099,1
262625,2
84229,1
287690,3
30156,2
137107,5
182491,3
393325,4
349605,4
240913,2
451149,4
413167,1
360783,3
463583,2
415138,3
187078,1
420982,1
165310,1
261461,3
399758,1
204440,1
464606,1
415876,1
144696,1
368005,4
385290,2
262567,3
290302,2
394950,1
491062,3
377470,4
288519,3
559849,1
416064,4
30258,3
292572,5
105248,5
399094,5
273254,2
306070,1
192375,4
120725,4
494233,5
241201,1
167807,5
417078,3
466397,1
78305,4
270154,1
11277,3
419399,1
340094,3
422763,5
276108,2
49122,4
311823,5
200714,4
500606,3
24743,3
476168,3
66837,2
262273,4
204411,4
129300,5
529450,5
449177,3
279485,1
46440,2
327766,2
282469,5
381183,3
182693,5
391022,2
90647,2
245242,1
190021,3
360895,4
215833,4
458433,2
473161,4
96139,2
434268,2
389059,5
186746,3
419597,5
447495,5
85839,5
111911,1
145878,4
169791,3
424715,3
356998,5
352220,4
335528,4
513232,4
555283,3
415088,1
499659,3
552198,3
468157,2
275729,2
346087,2
293117,4
475781,5
163797,4
110006,2
495780,1
511291,1
32985,3
350004,1
315371,3
350860,2
44526,4
63661,3
321427,4
389540,1
457951,3
416541,3
314611,4
154715,3
10611,4
479061,3
99051,5
74260,2
57867,2
529327,4
318085,3
40325,5
107983,4
132363,4
291592,1
180951,3
275097,4
439246,4
408707,1
172171,2
321753,1
363618,5
553865,3
86967,4
483827,2
81277,4
400404,1
124852,1
390959,5
73582,4
56718,4
246569,4
392633,1
247324,4
310342,4
231679,1
113319,2
24148,1
540841,5
491355,2
491678,4
126126,3
37356,3
347104,5
560702,5
18221,4
504795,4
519038,5
237182,3
25923,5
16646,4
62088,5
451799,2
244739,4
351476,5
496143,2
319028,5
105409,1
201513,5
246702,5
483577,1
459511,5
360405,4
361154,5
174573,5
545675,5
79523,1
364266,3
314659,5
409397,3
209298,4
45801,3
40849,5
139393,5
520371,2
291777,4
458258,3
533110,1
238266,4
385029,3
397245,2
459293,3
489789,2
161777,2
53773,5
375749,1
470044,1
99763,2
337198,2
438288,1
191235,2
450615,1
513480,5
238948,3
43553,4
120531,3
505882,5
138854,1
552519,2
193135,3
14418,3
242925,2
360667,2
462202,4
239588,3
283573,1
263936,5
275902,1
513032,4
20252,3
328614,1
136173,4
414231,2
21446,3
238341,3
241110,3
20859,5
514617,5
49822,5
13949,2
13000,4
239591,1
412124,3
65255,3
43865,4
167974,1
301220,5
493875,1
116766,3
195550,2
275189,4
434742,3
290478,1
4563,3
42665,4
258095,5
278276,2
280971,3
401962,5
413213,4
194515,4
25567,5
183457,2
237135,5
515007,4
149745,2
457013,3
347646,3
461536,3
394510,2
546934,4
122858,1
2146,3
145463,1
332410,1
153014,1
380210,5
358848,2
283082,3
91984,5
240315,3
469050,3
349460,5
506457,2
368498,1
146643,1
126170,3
91130,3
12566,3
96119,4
508462,1
87793,1
433203,3
466304,1
497616,5
522621,4
331890,5
236869,5
40505,4
387087,2
536313,2
333689,3
442923,1
169102,5
465051,3
557547,5
43695,2
456377,2
273444,5
471079,3
438457,2
319726,5
274463,5
260093,4
418109,5
335157,3
477622,1
258151,2
540828,3
102639,1
478624,2
34214,2
119987,4
597,2
194610,3
474955,3
150326,3
469167,2
300129,5
501563,5
336716,4
340234,3
36624,5
332263,4
503167,1
202053,1
516474,3
17337,5
312353,3
130887,5
331977,5
427798,1
386663,3
30059,3
258375,3
63093,2
65623,1
518036,4
144755,4
378466,5
228238,1
102224,4
29471,1
172053,4
280155,3
527540,1
71426,2
115145,5
127452,5
295909,1
429956,1
392873,5
75464,1
308668,2
93435,4
39124,5
559561,2
402069,3
153862,3
235290,5
281638,1
451180,3
238403,2
143854,4
71077,2
398273,3
162206,5
154533,2
420658,5
83026,4
233320,5
148700,2
462139,3
81747,3
112047,3
87996,1
569,3
313247,2
400879,3
453162,1
318247,4
291915,5
129670,1
376619,3
280647,4
212989,2
220162,5
472477,5
366051,4
281254,3
13283,5
274972,3
329896,2
116580,2
243898,5
350722,2
404168,2
480406,4
522223,2
461548,1
9376,4
486328,3
376138,1
236417,4
350406,1
182612,4
539308,3
262580,5
418949,4
88798,1
552306,1
512382,2
65334,2
299925,5
491342,2
536513,3
481822,1
423629,1
16950,1
446696,4
210373,4
41839,5
272954,1
67305,3
312898,2
405147,4
494276,1
191126,4
157053,5
523196,3
18603,3
349653,1
433954,4
419262,2
237261,3
332713,1
279506,3
501505,3
262165,3
99971,5
367366,4
263393,1
91375,2
498380,4
396470,2
324814,3
295582,1
517127,1
485502,2
72080,2
102248,4
14060,5
424020,1
500862,1
299816,3
437505,4
118804,1
511730,1
472874,5
260625,4
150651,3
424515,2
373621,4
395204,1
470386,5
207017,3
16846,3
70145,3
169492,2
351053,2
364832,1
545392,4
556168,4
232557,5
362983,5
127244,4
38346,4
503574,2
10440,2
556958,5
463521,2
351825,3
301160,1
53726,3
391173,1
287102,4
177302,2
420839,3
425851,3
128235,4
280051,3
52871,3
4211,1
439540,4
19011,2
487149,5
323281,5
360146,5
548303,5
248508,3
458060,3
340253,5
505665,4
226798,3
437024,4
203665,2
140907,4
491371,5
427931,1
346169,4
272151,2
539454,3
217927,2
314759,3
36400,3
393785,1
19881,4
105386,4
138328,5
515113,2
72088,2
517588,5
180714,4
524422,5
67134,1
158080,3
94922,1
378359,2
547478,2
20402,2
175972,5
8053,4
345144,1
246560,2
349694,3
145082,3
526865,5
212970,5
406360,1
525728,4
490506,1
484295,5
141618,3
312261,1
33452,3
71380,3
234970,3
310240,3
265600,4
555584,1
62681,3
411423,1
412127,1
173334,5
547745,5
380368,4
214137,2
360798,3
29926,3
22544,2
172361,1
509013,3
524552,4
366599,3
537555,5
249620,2
185342,4
534143,4
398939,4
382228,4
177234,5
448350,2
42095,4
310626,3
145263,4
195227,3
26723,5
517902,3
9717,2
258358,3
253074,4
157361,3
398222,1
420216,1
417280,2
41237,5
143911,2
215844,1
83501,2
152717,1
125654,2
61068,2
83987,5
81037,1
208131,5
63534,3
219930,5
24085,3
96118,4
416781,4
126672,4
490446,1
340963,4
247359,5
374218,3
22638,4
550720,2
63708,2
401312,3
183892,1
339733,4
338717,1
189861,5
12322,4
309310,4
268138,4
263523,4
531001,1
257933,1
145039,1
541570,4
201188,2
182897,4
34446,2
231538,5
465788,5
79105,3
481826,2
552322,4
524747,3
411020,4
31149,2
370696,3
109263,5
334171,4
143114,4
234254,2
321795,2
482141,1
222166,4
42533,1
527693,5
40593,5
98559,1
380398,1
426811,4
95810,4
430952,2
31444,5
96834,3
183089,3
224693,5
138211,5
217991,5
299154,4
61478,5
141293,3
474811,2
265790,2
63570,4
4903,5
475512,4
338080,3
119819,2
441758,5
515558,1
486106,1
150979,2
61634,1
520296,5
301179,2
183643,1
314800,5
103636,4
515931,5
449510,1
227389,3
108493,2
464260,5
513601,5
27305,1
241956,4
446828,2
211898,1
264059,3
510689,4
338663,3
529969,2
163293,4
484880,2
234694,1
146192,2
480109,3
455657,5
388693,5
507304,3
290605,5
197078,4
280033,4
56302,1
144603,5
401705,5
416114,5
375710,1
161356,4
130692,4
224822,2
246548,1
25909,2
213367,5
262193,5
44401,2
128700,5
1765,1
185334,2
397703,5
189003,4
65783,5
495025,2
477636,1
238335,1
116131,4
486610,3
275240,4
341792,3
108126,5
446606,2
535064,3
153384,4
93628,3
515589,4
344167,4
22279,5
337291,5
17249,3
181480,5
478444,3
26075,3
515408,1
491533,1
287235,3
421006,3
300594,5
411273,4
175736,2
106868,1
141334,2
164183,5
431511,2
492488,1
110094,1
155593,2
503763,5
31293,3
304120,2
397502,4
74370,4
31223,2
416219,2
161789,3
464003,5
112619,4
302969,4
324000,5
210558,3
172498,5
289878,1
68044,4
193598,4
392455,1
47344,2
24841,1
312062,4
139060,3
60042,4
368047,3
530291,2
313709,5
353452,5
375711,2
73641,4
416058,4
219989,5
291380,5
396304,2
346115,4
166019,4
465522,2
529963,2
39432,4
265522,1
21622,4
496140,3
142733,1
72957,2
237322,3
370077,1
51574,5
432411,1
2083,5
192139,5
409721,3
1373,1
213048,4
179465,4
291179,2
383710,1
353129,1
366795,3
194368,1
480990,2
156732,1
229867,3
319733,1
370674,5
406042,4
253833,3
312046,2
292417,2
245921,1
17219,3
88512,2
109625,4
391351,3
181933,3
546906,1
45969,2
47462,1
211685,3
492809,4
319560,4
245384,2
253028,2
241283,1
191961,4
215269,3
494193,3
460128,5
197049,3
267550,3
33864,3
12886,4
349657,3
38412,5
275355,5
173951,3
441379,5
554361,3
207564,2
449758,3
283650,1
437900,4
170625,2
55509,5
327773,5
282241,1
183976,5
429336,5
477043,3
94834,5
274321,2
557318,2
523645,5
376613,4
295990,5
505047,3
511296,5
145235,5
229786,3
244664,1
429818,2
538779,2
536697,3
26934,4
82032,4
471660,3
484325,4
457900,1
37443,4
538830,5
188071,3
341037,3
110636,5
336286,1
90177,5
31086,5
390210,5
174779,3
113943,3
437914,1
428279,2
436877,3
106569,3
22250,4
375629,2
477170,1
405801,3
504606,4
332592,5
333241,2
297970,1
505813,2
321957,2
247285,5
197146,5
194291,5
526505,4
328854,4
516936,1
252027,4
342961,2
539011,2
246390,3
294221,3
499762,1
482205,1
405087,3
215430,3
216281,3
139746,2
206974,2
99495,3
275576,5
200272,1
286195,2
466988,1
5510,2
306891,4
373313,5
480744,3
127096,3
83510,1
262711,1
500410,5
333533,3
213477,2
221871,4
144507,3
112322,5
426458,3
543681,1
176784,1
328288,2
498779,4
521003,4
11167,3
210528,3
487314,2
531483,1
151328,4
125383,2
14482,2
348483,5
430329,4
35410,3
99211,3
265259,3
544604,5
303819,1
393534,4
280017,3
106505,1
246275,2
58649,4
9396,4
43330,2
249447,1
175294,5
551308,1
341688,1
434708,4
231874,3
127839,2
367730,1
331617,4
346698,4
554923,4
548787,2
116923,1
508133,4
525914,1
291159,3
90632,2
85817,2
172375,1
423072,5
553022,4
218161,5
266670,5
400696,4
211909,4
185904,5
292155,1
56973,3
421137,1
102320,3
444545,5
63666,5
227311,2
11498,2
95769,1
466508,3
402211,4
518045,5
80633,4
542643,3
300400,5
45033,3
382957,4
215034,4
244972,5
85972,5
294222,1
142720,4
79842,5
544787,5
293418,5
346736,4
162819,1
47191,3
49448,4
173114,3
235836,5
179605,1
411616,5
338593,2
464718,3
360795,3
248890,5
469398,1
262007,3
479589,3
215301,3
499800,4
163610,2
151248,2
383872,4
108603,4
265198,1
209851,2
399071,1
19966,1
50457,5
290998,2
288547,2
263580,4
46708,5
214253,5
86908,1
169276,4
37164,4
282854,4
215466,2
124495,5
476623,1
319512,4
109553,4
401198,1
559658,1
559944,1
503126,1
275015,1
322451,1
3440,3
369362,4
287421,1
553984,2
8438,2
391335,1
26740,3
529070,3
128806,3
428551,4
185645,5
336564,4
292219,4
227894,2
107674,3
194982,4
341605,4
405039,2
484700,3
100543,4
444351,4
232104,3
517941,1
503941,2
174643,1
192144,2
59690,5
420854,1
194678,1
356914,5
33499,1
493647,5
41021,2
74130,5
217031,1
398307,3
508808,2
460398,1
438960,1
512927,3
257384,4
218257,5
515141,3
55581,4
403895,2
361418,4
365971,5
373828,2
459965,5
208494,2
207729,1
27659,1
498458,3
139774,3
380023,4
306283,5
487267,1
102420,1
115240,4
161402,4
516374,4
299023,2
17984,4
179525,4
479605,4
39734,1
210154,2
58355,1
229315,3
100166,4
213499,1
315458,4
360983,1
508488,4
465147,1
105559,2
506211,5
326242,1
161351,5
234895,5
77146,4
95509,4
43056,1
228603,1
548545,5
185447,4
483754,2
485803,3
547169,5
553557,3
402559,2
394581,5
37327,3
338495,5
202052,5
101408,4
431156,5
185948,3
117181,1
266676,5
268278,1
148725,2
377708,1
441908,3
125774,2
529384,1
557268,1
264478,4
364532,2
478517,1
87396,2
481834,5
338002,5
121432,3
386043,5
392480,1
502180,2
198484,1
554107,2
227482,1
451306,1
392707,3
164195,1
338406,3
177037,5
90418,4
412720,2
446759,5
434856,5
538918,5
546987,4
29386,4
95231,5
32767,2
321291,4
287597,2
486881,5
132502,1
314988,2
344878,1
455770,1
116520,2
7951,3
453862,1
224119,1
296304,1
153934,4
75811,1
285906,3
309691,3
533777,5
74734,3
57290,1
475742,5
467079,4
113305,3
366455,1
298298,2
164873,4
223797,3
527360,3
250365,2
143483,2
516161,4
390372,1
501754,2
166763,1
147064,4
411240,4
116389,1
221121,4
202963,5
224111,4
364786,5
257983,1
37258,3
513870,4
448605,5
296173,1
436606,3
160394,1
221386,5
244043,2
547786,2
337304,1
479007,3
265235,2
109113,5
411983,5
535671,2
535683,2
226956,5
176393,3
133423,5
356803,2
365565,2
76039,2
58745,5
110714,2
400563,3
378110,1
365243,4
68270,5
340842,4
482376,5
2901,2
52197,2
502165,5
46489,2
307565,1
56821,2
164720,3
398561,4
539743,1
490192,3
271683,2
337054,3
123420,5
217529,2
392220,5
186353,4
131895,1
491243,3
109265,3
249762,1
318837,1
30725,5
376879,3
404211,4
170140,5
334491,5
16968,3
415646,2
379330,4
150529,1
317908,1
296787,2
23615,3
406639,1
166670,2
368229,5
364268,1
261910,2
447443,2
221505,1
84525,4
498511,2
294162,1
252341,1
464007,1
34226,5
317110,1
13236,5
232205,2
158062,1
198445,5
392730,4
148218,3
304507,5
268494,5
405731,4
500034,2
141493,1
43497,5
111635,4
36515,5
423512,4
429901,4
534203,1
150198,5
553494,3
355991,2
184097,4
26909,4
218699,1
52277,4
459800,3
295112,3
470638,4
533383,3
125771,2
212476,4
61492,4
86759,5
142466,2
514117,4
311004,1
55308,1
48845,2
549958,3
154934,5
501927,4
300841,2
19817,1
147554,4
218664,3
37267,5
29476,2
485635,4
213983,5
275033,4
455227,5
232268,4
516004,2
346030,4
536493,4
394785,5
182196,1
402605,3
14815,4
396578,3
137027,4
543096,3
43008,2
254914,1
397406,4
57816,5
445886,5
406061,2
362349,1
316756,3
56713,4
90077,3
289316,5
266297,5
206560,5
487084,5
475106,1
137606,3
46766,4
102249,1
503422,1
234595,4
45596,2
336516,1
198177,3
66390,1
171798,2
247649,3
285386,1
261374,3
77459,3
126335,3
69945,3
64957,4
287713,4
221506,5
239909,2
147643,4
529719,3
230095,5
452141,4
511168,5
423483,2
470614,3
133424,4
113848,5
434901,5
548450,1
401734,5
29427,4
106147,1
102598,5
247924,1
116372,5
343776,2
309979,3
372241,1
450037,3
88184,1
251104,2
510090,3
54340,3
484316,4
431040,5
153824,3
439914,5
62292,3
263836,4
558317,5
525980,1
490553,4
752,1
390013,4
382373,2
65378,5
81573,4
393273,1
36667,5
212713,3
356744,4
162825,2
283488,4
264411,5
163826,3
22617,4
493675,5
307658,2
133642,4
141962,5
381124,3
453895,5
155996,1
454830,3
341881,3
24406,3
30553,3
107333,1
425433,5
474777,3
414348,4
300801,5
205222,3
11174,4
434403,1
8841,3
242464,3
293679,3
556904,5
140382,4
425498,5
322250,2
93056,2
403095,2
388789,3
214360,3
261530,1
421787,5
42325,4
105392,2
117352,5
454565,2
350539,1
34296,3
184003,5
213538,1
281306,5
412948,3
322370,1
138136,2
361948,1
303195,1
399464,2
517498,5
92685,3
7111,1
80247,4
452958,5
508738,5
328379,5
467066,5
359350,3
442596,1
